"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.0477326968973747","0.0477326968973747","0.0477326968973747"
"8000","0.021141649048625793","0.021141649048625793","0.021141649048625793"
"12000","0","0","0"
"16000","0.02079002079002079","0.02079002079002079","0.02079002079002079"
"20000","0.0199203187250996","0.0199203187250996","0.0199203187250996"
"24000","0.07874015748031496","0.07874015748031496","0.07874015748031496"
"28000","0.06012024048096192","0.06012024048096192","0.06012024048096192"
"32000","0.11834319526627218","0.11834319526627218","0.11834319526627218"
"36000","0.058365758754863814","0.058365758754863814","0.058365758754863814"
"40000","0.038834951456310676","0.038834951456310676","0.038834951456310676"
"44000","0.05725190839694656","0.05725190839694656","0.05725190839694656"
"48000","0.07751937984496124","0.07751937984496124","0.07751937984496124"
"52000","0","0","0"
"56000","0.05825242718446602","0.05825242718446602","0.05825242718446602"
"60000","0.07827788649706457","0.07827788649706457","0.07827788649706457"
"64000","0.07952286282306163","0.07952286282306163","0.07952286282306163"
"68000","0.058027079303675046","0.058027079303675046","0.058027079303675046"
"72000","0.11673151750972763","0.11673151750972763","0.11673151750972763"
"76000","0.19342359767891681","0.19342359767891681","0.19342359767891681"
"80000","0.06097560975609756","0.06097560975609756","0.06097560975609756"
"84000","0.11834319526627218","0.11834319526627218","0.11834319526627218"
"88000","0.205761316872428","0.205761316872428","0.205761316872428"
"92000","0.0847457627118644","0.0847457627118644","0.0847457627118644"
"96000","0.19027484143763213","0.19027484143763213","0.19027484143763213"
"100000","0.11013215859030837","0.11013215859030837","0.11013215859030837"
"104000","0.30501089324618735","0.30501089324618735","0.30501089324618735"
"108000","0.19736842105263158","0.19736842105263158","0.19736842105263158"
"112000","0.11061946902654868","0.11061946902654868","0.11061946902654868"
"116000","0.091324200913242","0.091324200913242","0.091324200913242"
"120000","0.11286681715575621","0.11286681715575621","0.11286681715575621"
"124000","0.26200873362445415","0.26200873362445415","0.26200873362445415"
"128000","0.10989010989010989","0.10989010989010989","0.10989010989010989"
"132000","0.10989010989010989","0.10989010989010989","0.10989010989010989"
"136000","0.1762114537444934","0.1762114537444934","0.1762114537444934"
"140000","0.13157894736842105","0.13157894736842105","0.13157894736842105"
"144000","0.20089285714285715","0.20089285714285715","0.20089285714285715"
"148000","0.1789709172259508","0.1789709172259508","0.1789709172259508"
"152000","0.17204301075268819","0.17204301075268819","0.17204301075268819"
"156000","0.21691973969631237","0.21691973969631237","0.21691973969631237"
"160000","0.17429193899782136","0.17429193899782136","0.17429193899782136"
"164000","0.3111111111111111","0.3111111111111111","0.3111111111111111"
"168000","0.1111111111111111","0.1111111111111111","0.1111111111111111"
"172000","0.28322440087145967","0.28322440087145967","0.28322440087145967"
"176000","0.3938730853391685","0.3938730853391685","0.3938730853391685"
"180000","0.17467248908296942","0.17467248908296942","0.17467248908296942"
"184000","0.3282275711159737","0.3282275711159737","0.3282275711159737"
"188000","0.2","0.2","0.2"
"192000","0.2159827213822894","0.2159827213822894","0.2159827213822894"
"196000","0.3325942350332594","0.3325942350332594","0.3325942350332594"
"200000","0.28888888888888886","0.28888888888888886","0.28888888888888886"
"204000","0.15384615384615385","0.15384615384615385","0.15384615384615385"
"208000","0.23706896551724138","0.23706896551724138","0.23706896551724138"
"212000","0.2412280701754386","0.2412280701754386","0.2412280701754386"
"216000","0.22026431718061673","0.22026431718061673","0.22026431718061673"
"220000","0.14799154334038056","0.14799154334038056","0.14799154334038056"
"224000","0.24017467248908297","0.24017467248908297","0.24017467248908297"
"228000","0.28761061946902655","0.28761061946902655","0.28761061946902655"
"232000","0.2813852813852814","0.2813852813852814","0.2813852813852814"
"236000","0.15283842794759825","0.15283842794759825","0.15283842794759825"
"240000","0.350109409190372","0.350109409190372","0.350109409190372"
