"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.3485838779956427","0.3485838779956427","0.3485838779956427"
"8000","0.35490605427974947","0.35490605427974947","0.35490605427974947"
"12000","0.297029702970297","0.297029702970297","0.297029702970297"
"16000","0.1859504132231405","0.1859504132231405","0.1859504132231405"
"20000","0.2459016393442623","0.2459016393442623","0.2459016393442623"
"24000","0.19305019305019305","0.19305019305019305","0.19305019305019305"
"28000","0.17208413001912046","0.17208413001912046","0.17208413001912046"
"32000","0.18796992481203006","0.18796992481203006","0.18796992481203006"
"36000","0.29296875","0.29296875","0.29296875"
"40000","0.37453183520599254","0.37453183520599254","0.37453183520599254"
"44000","0.3383458646616541","0.3383458646616541","0.3383458646616541"
"48000","0.3780718336483932","0.3780718336483932","0.3780718336483932"
"52000","0.2946593001841621","0.2946593001841621","0.2946593001841621"
"56000","0.47285464098073554","0.47285464098073554","0.47285464098073554"
"60000","0.6197654941373534","0.6197654941373534","0.6197654941373534"
"64000","0.8414239482200647","0.8414239482200647","0.8414239482200647"
"68000","0.7394957983193278","0.7394957983193278","0.7394957983193278"
"72000","0.9306260575296108","0.9306260575296108","0.9306260575296108"
"76000","0.9822866344605475","0.9822866344605475","0.9822866344605475"
"80000","1.1295681063122924","1.1295681063122924","1.1295681063122924"
"84000","0.96","0.96","0.96"
"88000","1.25","1.25","1.25"
"92000","1.2857142857142858","1.2857142857142858","1.2857142857142858"
"96000","1.5719063545150502","1.5719063545150502","1.5719063545150502"
"100000","1.4054927302100162","1.4054927302100162","1.4054927302100162"
"104000","1.5488215488215489","1.5488215488215489","1.5488215488215489"
"108000","1.6526138279932547","1.6526138279932547","1.6526138279932547"
"112000","1.7647058823529411","1.7647058823529411","1.7647058823529411"
"116000","1.6582914572864322","1.6582914572864322","1.6582914572864322"
"120000","1.737649063032368","1.737649063032368","1.737649063032368"
"124000","1.702127659574468","1.702127659574468","1.702127659574468"
"128000","1.8416523235800344","1.8416523235800344","1.8416523235800344"
"132000","1.9047619047619047","1.9047619047619047","1.9047619047619047"
"136000","1.8456375838926173","1.8456375838926173","1.8456375838926173"
"140000","2.283737024221453","2.283737024221453","2.283737024221453"
"144000","2.396551724137931","2.396551724137931","2.396551724137931"
"148000","2.2296173044925123","2.2296173044925123","2.2296173044925123"
"152000","2.2071307300509337","2.2071307300509337","2.2071307300509337"
"156000","2.370242214532872","2.370242214532872","2.370242214532872"
"160000","2.5989672977624787","2.5989672977624787","2.5989672977624787"
"164000","3.113673805601318","3.113673805601318","3.113673805601318"
"168000","2.5123152709359604","2.5123152709359604","2.5123152709359604"
"172000","2.8785357737104826","2.8785357737104826","2.8785357737104826"
"176000","2.9342327150084317","2.9342327150084317","2.9342327150084317"
"180000","2.5510204081632653","2.5510204081632653","2.5510204081632653"
"184000","2.9152542372881354","2.9152542372881354","2.9152542372881354"
"188000","3.0369127516778525","3.0369127516778525","3.0369127516778525"
"192000","3.045685279187817","3.045685279187817","3.045685279187817"
"196000","3.406408094435076","3.406408094435076","3.406408094435076"
"200000","3.57504215851602","3.57504215851602","3.57504215851602"
"204000","3.092436974789916","3.092436974789916","3.092436974789916"
"208000","3.5555555555555554","3.5555555555555554","3.5555555555555554"
"212000","3.401360544217687","3.401360544217687","3.401360544217687"
"216000","3.6941580756013748","3.6941580756013748","3.6941580756013748"
"220000","3.235294117647059","3.235294117647059","3.235294117647059"
"224000","3.7824675324675323","3.7824675324675323","3.7824675324675323"
"228000","4.247491638795987","4.247491638795987","4.247491638795987"
"232000","3.6706689536878216","3.6706689536878216","3.6706689536878216"
"236000","3.7983193277310923","3.7983193277310923","3.7983193277310923"
"240000","3.642384105960265","3.642384105960265","3.642384105960265"
"244000","3.945578231292517","3.945578231292517","3.945578231292517"
"248000","4.100840336134453","4.100840336134453","4.100840336134453"
"252000","3.6334913112164298","3.6334913112164298","3.6334913112164298"
"256000","3.8823529411764706","3.8823529411764706","3.8823529411764706"
"260000","4.596774193548387","4.596774193548387","4.596774193548387"
"264000","4.313099041533547","4.313099041533547","4.313099041533547"
"268000","4.32520325203252","4.32520325203252","4.32520325203252"
"272000","4.213938411669368","4.213938411669368","4.213938411669368"
"276000","4.490445859872612","4.490445859872612","4.490445859872612"
"280000","4.419354838709677","4.419354838709677","4.419354838709677"
"284000","4.439102564102564","4.439102564102564","4.439102564102564"
"288000","4.570982839313572","4.570982839313572","4.570982839313572"
"292000","4.615384615384615","4.615384615384615","4.615384615384615"
"296000","4.758842443729904","4.758842443729904","4.758842443729904"
"300000","4.791666666666667","4.791666666666667","4.791666666666667"
"304000","4.952830188679245","4.952830188679245","4.952830188679245"
"308000","4.632237871674492","4.632237871674492","4.632237871674492"
"312000","4.798136645962733","4.798136645962733","4.798136645962733"
"316000","5.0078740157480315","5.0078740157480315","5.0078740157480315"
"320000","4.952229299363057","4.952229299363057","4.952229299363057"
"324000","4.894651539708266","4.894651539708266","4.894651539708266"
"328000","4.943639291465378","4.943639291465378","4.943639291465378"
"332000","4.780487804878049","4.780487804878049","4.780487804878049"
"336000","4.946401225114855","4.946401225114855","4.946401225114855"
"340000","4.734375","4.734375","4.734375"
"344000","5.08716323296355","5.08716323296355","5.08716323296355"
"348000","4.830371567043619","4.830371567043619","4.830371567043619"
"352000","5.092592592592593","5.092592592592593","5.092592592592593"
"356000","5.125","5.125","5.125"
"360000","5.069767441860465","5.069767441860465","5.069767441860465"
"364000","5.039370078740157","5.039370078740157","5.039370078740157"
