"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.3794642857142857","0.3794642857142857","0.3794642857142857"
"8000","0.5274261603375527","0.5274261603375527","0.5274261603375527"
"12000","0.6431535269709544","0.6431535269709544","0.6431535269709544"
"16000","0.26258205689277897","0.26258205689277897","0.26258205689277897"
"20000","0.6100217864923747","0.6100217864923747","0.6100217864923747"
"24000","0.5387931034482759","0.5387931034482759","0.5387931034482759"
"28000","0.49891540130151846","0.49891540130151846","0.49891540130151846"
"32000","0.5894736842105263","0.5894736842105263","0.5894736842105263"
"36000","0.4139433551198257","0.4139433551198257","0.4139433551198257"
"40000","0.625","0.625","0.625"
"44000","0.40268456375838924","0.40268456375838924","0.40268456375838924"
"48000","0.6236559139784946","0.6236559139784946","0.6236559139784946"
"52000","0.42105263157894735","0.42105263157894735","0.42105263157894735"
"56000","0.6976744186046512","0.6976744186046512","0.6976744186046512"
"60000","0.7894736842105263","0.7894736842105263","0.7894736842105263"
"64000","0.5973451327433629","0.5973451327433629","0.5973451327433629"
"68000","0.5689277899343544","0.5689277899343544","0.5689277899343544"
"72000","0.5215419501133787","0.5215419501133787","0.5215419501133787"
"76000","0.5111111111111111","0.5111111111111111","0.5111111111111111"
"80000","0.5043859649122807","0.5043859649122807","0.5043859649122807"
"84000","0.3611738148984199","0.3611738148984199","0.3611738148984199"
"88000","0.4666666666666667","0.4666666666666667","0.4666666666666667"
"92000","0.5869074492099323","0.5869074492099323","0.5869074492099323"
"96000","0.4329004329004329","0.4329004329004329","0.4329004329004329"
"100000","0.45454545454545453","0.45454545454545453","0.45454545454545453"
"104000","0.5895196506550219","0.5895196506550219","0.5895196506550219"
"108000","0.5309734513274337","0.5309734513274337","0.5309734513274337"
"112000","0.7625272331154684","0.7625272331154684","0.7625272331154684"
"116000","0.44642857142857145","0.44642857142857145","0.44642857142857145"
"120000","0.5054945054945055","0.5054945054945055","0.5054945054945055"
"124000","0.4329004329004329","0.4329004329004329","0.4329004329004329"
"128000","0.5296610169491526","0.5296610169491526","0.5296610169491526"
"132000","0.5932203389830508","0.5932203389830508","0.5932203389830508"
"136000","0.5708245243128964","0.5708245243128964","0.5708245243128964"
"140000","0.46218487394957986","0.46218487394957986","0.46218487394957986"
"144000","0.39832285115303984","0.39832285115303984","0.39832285115303984"
"148000","0.48625792811839325","0.48625792811839325","0.48625792811839325"
"152000","0.561122244488978","0.561122244488978","0.561122244488978"
"156000","0.4517453798767967","0.4517453798767967","0.4517453798767967"
"160000","0.5532786885245902","0.5532786885245902","0.5532786885245902"
"164000","0.44","0.44","0.44"
"168000","0.4065040650406504","0.4065040650406504","0.4065040650406504"
"172000","0.5048543689320388","0.5048543689320388","0.5048543689320388"
"176000","0.60546875","0.60546875","0.60546875"
"180000","0.5765407554671969","0.5765407554671969","0.5765407554671969"
"184000","0.46966731898238745","0.46966731898238745","0.46966731898238745"
"188000","0.3913894324853229","0.3913894324853229","0.3913894324853229"
"192000","0.4873294346978557","0.4873294346978557","0.4873294346978557"
"196000","0.4896421845574388","0.4896421845574388","0.4896421845574388"
"200000","0.3682170542635659","0.3682170542635659","0.3682170542635659"
"204000","0.5142857142857142","0.5142857142857142","0.5142857142857142"
"208000","0.42435424354243545","0.42435424354243545","0.42435424354243545"
"212000","0.4275092936802974","0.4275092936802974","0.4275092936802974"
"216000","0.37453183520599254","0.37453183520599254","0.37453183520599254"
"220000","0.5185185185185185","0.5185185185185185","0.5185185185185185"
"224000","0.41044776119402987","0.41044776119402987","0.41044776119402987"
"228000","0.45955882352941174","0.45955882352941174","0.45955882352941174"
"232000","0.4655493482309125","0.4655493482309125","0.4655493482309125"
"236000","0.4864864864864865","0.4864864864864865","0.4864864864864865"
"240000","0.31135531135531136","0.31135531135531136","0.31135531135531136"
"244000","0.46875","0.46875","0.46875"
"248000","0.46181172291296624","0.46181172291296624","0.46181172291296624"
"252000","0.35714285714285715","0.35714285714285715","0.35714285714285715"
"256000","0.3825136612021858","0.3825136612021858","0.3825136612021858"
"260000","0.4537205081669691","0.4537205081669691","0.4537205081669691"
"264000","0.4753521126760563","0.4753521126760563","0.4753521126760563"
"268000","0.603448275862069","0.603448275862069","0.603448275862069"
"272000","0.6104129263913824","0.6104129263913824","0.6104129263913824"
"276000","0.4681647940074906","0.4681647940074906","0.4681647940074906"
"280000","0.5045045045045045","0.5045045045045045","0.5045045045045045"
"284000","0.5646630236794171","0.5646630236794171","0.5646630236794171"
"288000","0.4059040590405904","0.4059040590405904","0.4059040590405904"
"292000","0.5319148936170213","0.5319148936170213","0.5319148936170213"
"296000","0.4891304347826087","0.4891304347826087","0.4891304347826087"
"300000","0.5486725663716814","0.5486725663716814","0.5486725663716814"
"304000","0.6457242582897034","0.6457242582897034","0.6457242582897034"
"308000","0.5477031802120141","0.5477031802120141","0.5477031802120141"
"312000","0.7142857142857143","0.7142857142857143","0.7142857142857143"
"316000","0.5321100917431193","0.5321100917431193","0.5321100917431193"
"320000","0.5054151624548736","0.5054151624548736","0.5054151624548736"
"324000","0.6422018348623854","0.6422018348623854","0.6422018348623854"
"328000","0.39497307001795334","0.39497307001795334","0.39497307001795334"
"332000","0.5604203152364273","0.5604203152364273","0.5604203152364273"
"336000","0.5081669691470054","0.5081669691470054","0.5081669691470054"
"340000","0.7678244972577697","0.7678244972577697","0.7678244972577697"
"344000","0.4838709677419355","0.4838709677419355","0.4838709677419355"
"348000","0.4166666666666667","0.4166666666666667","0.4166666666666667"
"352000","0.6196213425129088","0.6196213425129088","0.6196213425129088"
"356000","0.5956678700361011","0.5956678700361011","0.5956678700361011"
"360000","0.5185185185185185","0.5185185185185185","0.5185185185185185"
"364000","0.603448275862069","0.603448275862069","0.603448275862069"
"368000","0.6017699115044248","0.6017699115044248","0.6017699115044248"
"372000","0.5424954792043399","0.5424954792043399","0.5424954792043399"
"376000","0.47706422018348627","0.47706422018348627","0.47706422018348627"
"380000","0.6463195691202872","0.6463195691202872","0.6463195691202872"
"384000","0.6946983546617916","0.6946983546617916","0.6946983546617916"
"388000","0.7168458781362007","0.7168458781362007","0.7168458781362007"
"392000","0.7637655417406749","0.7637655417406749","0.7637655417406749"
"396000","0.656934306569343","0.656934306569343","0.656934306569343"
"400000","0.7194244604316546","0.7194244604316546","0.7194244604316546"
"404000","0.8333333333333334","0.8333333333333334","0.8333333333333334"
"408000","0.9041591320072333","0.9041591320072333","0.9041591320072333"
"412000","0.7513416815742398","0.7513416815742398","0.7513416815742398"
"416000","0.6367041198501873","0.6367041198501873","0.6367041198501873"
"420000","0.6788990825688074","0.6788990825688074","0.6788990825688074"
"424000","0.6493506493506493","0.6493506493506493","0.6493506493506493"
"428000","0.5380333951762524","0.5380333951762524","0.5380333951762524"
"432000","0.5936920222634509","0.5936920222634509","0.5936920222634509"
"436000","0.6810035842293907","0.6810035842293907","0.6810035842293907"
"440000","0.6493506493506493","0.6493506493506493","0.6493506493506493"
"444000","0.5945945945945946","0.5945945945945946","0.5945945945945946"
"448000","0.5575539568345323","0.5575539568345323","0.5575539568345323"
"452000","0.7326007326007326","0.7326007326007326","0.7326007326007326"
"456000","0.7007575757575758","0.7007575757575758","0.7007575757575758"
"460000","0.7116788321167883","0.7116788321167883","0.7116788321167883"
"464000","0.8687943262411347","0.8687943262411347","0.8687943262411347"
