"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.29914529914529914","0.29914529914529914","0.29914529914529914"
"8000","0.2127659574468085","0.2127659574468085","0.2127659574468085"
"12000","0.16877637130801687","0.16877637130801687","0.16877637130801687"
"16000","0.29535864978902954","0.29535864978902954","0.29535864978902954"
"20000","0.18672199170124482","0.18672199170124482","0.18672199170124482"
"24000","0.15184381778741865","0.15184381778741865","0.15184381778741865"
"28000","0.13392857142857142","0.13392857142857142","0.13392857142857142"
"32000","0.3870967741935484","0.3870967741935484","0.3870967741935484"
"36000","0.23809523809523808","0.23809523809523808","0.23809523809523808"
"40000","0.20366598778004075","0.20366598778004075","0.20366598778004075"
"44000","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"48000","0.2674897119341564","0.2674897119341564","0.2674897119341564"
"52000","0.273972602739726","0.273972602739726","0.273972602739726"
"56000","0.43052837573385516","0.43052837573385516","0.43052837573385516"
"60000","0.41420118343195267","0.41420118343195267","0.41420118343195267"
"64000","0.25793650793650796","0.25793650793650796","0.25793650793650796"
"68000","0.11673151750972763","0.11673151750972763","0.11673151750972763"
"72000","0.20637898686679174","0.20637898686679174","0.20637898686679174"
"76000","0.27223230490018147","0.27223230490018147","0.27223230490018147"
"80000","0.1391304347826087","0.1391304347826087","0.1391304347826087"
"84000","0.2443280977312391","0.2443280977312391","0.2443280977312391"
"88000","0.29668411867364747","0.29668411867364747","0.29668411867364747"
"92000","0.3310104529616725","0.3310104529616725","0.3310104529616725"
"96000","0.1896551724137931","0.1896551724137931","0.1896551724137931"
"100000","0.5363321799307958","0.5363321799307958","0.5363321799307958"
"104000","0.34146341463414637","0.34146341463414637","0.34146341463414637"
"108000","0.5601317957166392","0.5601317957166392","0.5601317957166392"
"112000","0.8374384236453202","0.8374384236453202","0.8374384236453202"
"116000","0.699523052464229","0.699523052464229","0.699523052464229"
"120000","0.848","0.848","0.848"
"124000","1.069767441860465","1.069767441860465","1.069767441860465"
"128000","0.9133858267716536","0.9133858267716536","0.9133858267716536"
