"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.28199566160520606","0.28199566160520606","0.28199566160520606"
"8000","0.4056795131845842","0.4056795131845842","0.4056795131845842"
"12000","0.5806451612903226","0.5806451612903226","0.5806451612903226"
"16000","0.44680851063829785","0.44680851063829785","0.44680851063829785"
"20000","0.5139186295503212","0.5139186295503212","0.5139186295503212"
"24000","0.7172995780590717","0.7172995780590717","0.7172995780590717"
"28000","0.4904051172707889","0.4904051172707889","0.4904051172707889"
"32000","0.4121475054229935","0.4121475054229935","0.4121475054229935"
"36000","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"40000","0.42410714285714285","0.42410714285714285","0.42410714285714285"
"44000","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"48000","0.6507592190889371","0.6507592190889371","0.6507592190889371"
"52000","0.672645739910314","0.672645739910314","0.672645739910314"
"56000","0.7256235827664399","0.7256235827664399","0.7256235827664399"
"60000","0.6507592190889371","0.6507592190889371","0.6507592190889371"
"64000","0.5668934240362812","0.5668934240362812","0.5668934240362812"
"68000","0.5555555555555556","0.5555555555555556","0.5555555555555556"
"72000","0.7079646017699115","0.7079646017699115","0.7079646017699115"
"76000","0.6739130434782609","0.6739130434782609","0.6739130434782609"
"80000","0.5417607223476298","0.5417607223476298","0.5417607223476298"
"84000","0.5381165919282511","0.5381165919282511","0.5381165919282511"
"88000","0.6306306306306306","0.6306306306306306","0.6306306306306306"
"92000","0.4288939051918736","0.4288939051918736","0.4288939051918736"
"96000","0.5764966740576497","0.5764966740576497","0.5764966740576497"
"100000","0.8685968819599109","0.8685968819599109","0.8685968819599109"
"104000","0.6507592190889371","0.6507592190889371","0.6507592190889371"
"108000","0.5446623093681917","0.5446623093681917","0.5446623093681917"
"112000","0.5793991416309013","0.5793991416309013","0.5793991416309013"
"116000","0.734341252699784","0.734341252699784","0.734341252699784"
"120000","0.7625272331154684","0.7625272331154684","0.7625272331154684"
"124000","0.5154639175257731","0.5154639175257731","0.5154639175257731"
"128000","0.7021276595744681","0.7021276595744681","0.7021276595744681"
"132000","0.5954825462012321","0.5954825462012321","0.5954825462012321"
"136000","0.41841004184100417","0.41841004184100417","0.41841004184100417"
"140000","0.4219409282700422","0.4219409282700422","0.4219409282700422"
"144000","0.5327868852459017","0.5327868852459017","0.5327868852459017"
"148000","0.5823293172690763","0.5823293172690763","0.5823293172690763"
"152000","0.5219206680584552","0.5219206680584552","0.5219206680584552"
"156000","0.47520661157024796","0.47520661157024796","0.47520661157024796"
"160000","0.6530612244897959","0.6530612244897959","0.6530612244897959"
"164000","0.5691056910569106","0.5691056910569106","0.5691056910569106"
"168000","0.5749486652977412","0.5749486652977412","0.5749486652977412"
"172000","0.6097560975609756","0.6097560975609756","0.6097560975609756"
"176000","0.6490872210953347","0.6490872210953347","0.6490872210953347"
"180000","0.5220883534136547","0.5220883534136547","0.5220883534136547"
"184000","0.550098231827112","0.550098231827112","0.550098231827112"
"188000","0.7920792079207921","0.7920792079207921","0.7920792079207921"
"192000","0.5175983436853002","0.5175983436853002","0.5175983436853002"
"196000","0.6361829025844931","0.6361829025844931","0.6361829025844931"
