"Step","Group: highway-v0 - adv_rewards","Group: highway-v0 - adv_rewards__MIN","Group: highway-v0 - adv_rewards__MAX"
"4000","0.09237875288683603","0.09237875288683603","0.09237875288683603"
"8000","0.04329004329004329","0.04329004329004329","0.04329004329004329"
"12000","0.06396588486140725","0.06396588486140725","0.06396588486140725"
"16000","0.020703933747412008","0.020703933747412008","0.020703933747412008"
"20000","0.02074688796680498","0.02074688796680498","0.02074688796680498"
"24000","0.040983606557377046","0.040983606557377046","0.040983606557377046"
"28000","0.06048387096774194","0.06048387096774194","0.06048387096774194"
"32000","0.11976047904191617","0.11976047904191617","0.11976047904191617"
"36000","0.03968253968253968","0.03968253968253968","0.03968253968253968"
"40000","0.06097560975609756","0.06097560975609756","0.06097560975609756"
"44000","0.10080645161290322","0.10080645161290322","0.10080645161290322"
"48000","0.0408997955010225","0.0408997955010225","0.0408997955010225"
"52000","0.0992063492063492","0.0992063492063492","0.0992063492063492"
"56000","0.07936507936507936","0.07936507936507936","0.07936507936507936"
"60000","0","0","0"
"64000","0.01968503937007874","0.01968503937007874","0.01968503937007874"
"68000","0.18218623481781376","0.18218623481781376","0.18218623481781376"
"72000","0.04048582995951417","0.04048582995951417","0.04048582995951417"
"76000","0.078125","0.078125","0.078125"
"80000","0.09615384615384616","0.09615384615384616","0.09615384615384616"
"84000","0.14198782961460446","0.14198782961460446","0.14198782961460446"
"88000","0.05905511811023622","0.05905511811023622","0.05905511811023622"
"92000","0.06147540983606557","0.06147540983606557","0.06147540983606557"
"96000","0.10204081632653061","0.10204081632653061","0.10204081632653061"
"100000","0.20242914979757085","0.20242914979757085","0.20242914979757085"
"104000","0.12320328542094455","0.12320328542094455","0.12320328542094455"
"108000","0.125","0.125","0.125"
"112000","0.14675052410901468","0.14675052410901468","0.14675052410901468"
"116000","0.10893246187363835","0.10893246187363835","0.10893246187363835"
"120000","0.30303030303030304","0.30303030303030304","0.30303030303030304"
"124000","0.10845986984815618","0.10845986984815618","0.10845986984815618"
"128000","0.23758099352051837","0.23758099352051837","0.23758099352051837"
"132000","0.17543859649122806","0.17543859649122806","0.17543859649122806"
"136000","0.21929824561403508","0.21929824561403508","0.21929824561403508"
"140000","0.1978021978021978","0.1978021978021978","0.1978021978021978"
"144000","0.19693654266958424","0.19693654266958424","0.19693654266958424"
"148000","0.1735357917570499","0.1735357917570499","0.1735357917570499"
"152000","0.15765765765765766","0.15765765765765766","0.15765765765765766"
"156000","0.24498886414253898","0.24498886414253898","0.24498886414253898"
"160000","0.19607843137254902","0.19607843137254902","0.19607843137254902"
"164000","0.11210762331838565","0.11210762331838565","0.11210762331838565"
"168000","0.13452914798206278","0.13452914798206278","0.13452914798206278"
"172000","0.15317286652078774","0.15317286652078774","0.15317286652078774"
"176000","0.21645021645021645","0.21645021645021645","0.21645021645021645"
"180000","0.19480519480519481","0.19480519480519481","0.19480519480519481"
"184000","0.17738359201773837","0.17738359201773837","0.17738359201773837"
"188000","0.22727272727272727","0.22727272727272727","0.22727272727272727"
"192000","0.15873015873015872","0.15873015873015872","0.15873015873015872"
"196000","0.21645021645021645","0.21645021645021645","0.21645021645021645"
"200000","0.15659955257270694","0.15659955257270694","0.15659955257270694"
"204000","0.22522522522522523","0.22522522522522523","0.22522522522522523"
"208000","0.24719101123595505","0.24719101123595505","0.24719101123595505"
"212000","0.28824833702882485","0.28824833702882485","0.28824833702882485"
"216000","0.1348314606741573","0.1348314606741573","0.1348314606741573"
"220000","0.15873015873015872","0.15873015873015872","0.15873015873015872"
"224000","0.272108843537415","0.272108843537415","0.272108843537415"
"228000","0.1583710407239819","0.1583710407239819","0.1583710407239819"
"232000","0.22321428571428573","0.22321428571428573","0.22321428571428573"
"236000","0.2494331065759637","0.2494331065759637","0.2494331065759637"
"240000","0.22026431718061673","0.22026431718061673","0.22026431718061673"
"244000","0.26490066225165565","0.26490066225165565","0.26490066225165565"
"248000","0.15765765765765766","0.15765765765765766","0.15765765765765766"
"252000","0.13574660633484162","0.13574660633484162","0.13574660633484162"
"256000","0.08888888888888889","0.08888888888888889","0.08888888888888889"
"260000","0.17582417582417584","0.17582417582417584","0.17582417582417584"
"264000","0.30701754385964913","0.30701754385964913","0.30701754385964913"
"268000","0.1939655172413793","0.1939655172413793","0.1939655172413793"
"272000","0.28634361233480177","0.28634361233480177","0.28634361233480177"
"276000","0.19955654101995565","0.19955654101995565","0.19955654101995565"
"280000","0.25862068965517243","0.25862068965517243","0.25862068965517243"
"284000","0.24336283185840707","0.24336283185840707","0.24336283185840707"
"288000","0.13157894736842105","0.13157894736842105","0.13157894736842105"
"292000","0.12987012987012986","0.12987012987012986","0.12987012987012986"
