"Step","Group: roundaboutvd-v0 - adv_rewards","Group: roundaboutvd-v0 - adv_rewards__MIN","Group: roundaboutvd-v0 - adv_rewards__MAX"
"4000","0","0","0"
"8000","0.04081632653061224","0.04081632653061224","0.04081632653061224"
"12000","0.06263048016701461","0.06263048016701461","0.06263048016701461"
"16000","0.062111801242236024","0.062111801242236024","0.062111801242236024"
"20000","0.05952380952380952","0.05952380952380952","0.05952380952380952"
"24000","0","0","0"
"28000","0.018484288354898338","0.018484288354898338","0.018484288354898338"
"32000","0.072992700729927","0.072992700729927","0.072992700729927"
"36000","0.019801980198019802","0.019801980198019802","0.019801980198019802"
"40000","0","0","0"
"44000","0","0","0"
"48000","0.05385996409335727","0.05385996409335727","0.05385996409335727"
"52000","0.054249547920433995","0.054249547920433995","0.054249547920433995"
"56000","0.017793594306049824","0.017793594306049824","0.017793594306049824"
"60000","0.035650623885918005","0.035650623885918005","0.035650623885918005"
"64000","0.05154639175257732","0.05154639175257732","0.05154639175257732"
"68000","0.017361111111111112","0.017361111111111112","0.017361111111111112"
"72000","0.049586776859504134","0.049586776859504134","0.049586776859504134"
"76000","0.06622516556291391","0.06622516556291391","0.06622516556291391"
"80000","0.017513134851138354","0.017513134851138354","0.017513134851138354"
"84000","0.01644736842105263","0.01644736842105263","0.01644736842105263"
"88000","0.05084745762711865","0.05084745762711865","0.05084745762711865"
"92000","0.049342105263157895","0.049342105263157895","0.049342105263157895"
"96000","0.049099836333878884","0.049099836333878884","0.049099836333878884"
"100000","0.09569377990430622","0.09569377990430622","0.09569377990430622"
"104000","0.06482982171799027","0.06482982171799027","0.06482982171799027"
"108000","0.09523809523809523","0.09523809523809523","0.09523809523809523"
"112000","0.10989010989010989","0.10989010989010989","0.10989010989010989"
"116000","0.060514372163388806","0.060514372163388806","0.060514372163388806"
"120000","0.10989010989010989","0.10989010989010989","0.10989010989010989"
"124000","0.11551155115511551","0.11551155115511551","0.11551155115511551"
"128000","0.1751592356687898","0.1751592356687898","0.1751592356687898"
"132000","0.06546644844517185","0.06546644844517185","0.06546644844517185"
"136000","0.22508038585209003","0.22508038585209003","0.22508038585209003"
"140000","0.25117739403453687","0.25117739403453687","0.25117739403453687"
"144000","0.23885350318471338","0.23885350318471338","0.23885350318471338"
"148000","0.21638330757341576","0.21638330757341576","0.21638330757341576"
"152000","0.2006172839506173","0.2006172839506173","0.2006172839506173"
"156000","0.28753993610223644","0.28753993610223644","0.28753993610223644"
"160000","0.38284839203675347","0.38284839203675347","0.38284839203675347"
"164000","0.3791469194312796","0.3791469194312796","0.3791469194312796"
"168000","0.315955766192733","0.315955766192733","0.315955766192733"
"172000","0.24958402662229617","0.24958402662229617","0.24958402662229617"
"176000","0.49759229534510435","0.49759229534510435","0.49759229534510435"
"180000","0.31446540880503143","0.31446540880503143","0.31446540880503143"
"184000","0.2786885245901639","0.2786885245901639","0.2786885245901639"
"188000","0.24311183144246354","0.24311183144246354","0.24311183144246354"
"192000","0.36303630363036304","0.36303630363036304","0.36303630363036304"
"196000","0.33690658499234305","0.33690658499234305","0.33690658499234305"
"200000","0.4953560371517028","0.4953560371517028","0.4953560371517028"
"204000","0.4472843450479233","0.4472843450479233","0.4472843450479233"
"208000","0.41867954911433175","0.41867954911433175","0.41867954911433175"
"212000","0.2866779089376054","0.2866779089376054","0.2866779089376054"
"216000","0.3389830508474576","0.3389830508474576","0.3389830508474576"
"220000","0.34321372854914195","0.34321372854914195","0.34321372854914195"
"224000","0.2576489533011272","0.2576489533011272","0.2576489533011272"
"228000","0.3605015673981191","0.3605015673981191","0.3605015673981191"
"232000","0.30844155844155846","0.30844155844155846","0.30844155844155846"
"236000","0.3602058319039451","0.3602058319039451","0.3602058319039451"
"240000","0.5345911949685535","0.5345911949685535","0.5345911949685535"
"244000","0.4682274247491639","0.4682274247491639","0.4682274247491639"
"248000","0.44753086419753085","0.44753086419753085","0.44753086419753085"
"252000","0.3553299492385787","0.3553299492385787","0.3553299492385787"
"256000","0.5354330708661418","0.5354330708661418","0.5354330708661418"
"260000","0.43478260869565216","0.43478260869565216","0.43478260869565216"
"264000","0.47393364928909953","0.47393364928909953","0.47393364928909953"
"268000","0.4776579352850539","0.4776579352850539","0.4776579352850539"
"272000","0.256","0.256","0.256"
"276000","0.4552352048558422","0.4552352048558422","0.4552352048558422"
"280000","0.4326923076923077","0.4326923076923077","0.4326923076923077"
"284000","0.4423380726698262","0.4423380726698262","0.4423380726698262"
"288000","0.46153846153846156","0.46153846153846156","0.46153846153846156"
"292000","0.3448275862068966","0.3448275862068966","0.3448275862068966"
"296000","0.39669421487603307","0.39669421487603307","0.39669421487603307"
"300000","0.40561622464898595","0.40561622464898595","0.40561622464898595"
"304000","0.5079365079365079","0.5079365079365079","0.5079365079365079"
"308000","0.34795763993948564","0.34795763993948564","0.34795763993948564"
"312000","0.40498442367601245","0.40498442367601245","0.40498442367601245"
"316000","0.492845786963434","0.492845786963434","0.492845786963434"
"320000","0.5754276827371695","0.5754276827371695","0.5754276827371695"
"324000","0.4276315789473684","0.4276315789473684","0.4276315789473684"
"328000","0.5699481865284974","0.5699481865284974","0.5699481865284974"
"332000","0.4560810810810811","0.4560810810810811","0.4560810810810811"
"336000","0.5163511187607573","0.5163511187607573","0.5163511187607573"
"340000","0.6118881118881119","0.6118881118881119","0.6118881118881119"
"344000","0.4778761061946903","0.4778761061946903","0.4778761061946903"
"348000","0.44404973357015987","0.44404973357015987","0.44404973357015987"
"352000","0.4787234042553192","0.4787234042553192","0.4787234042553192"
"356000","0.5935251798561151","0.5935251798561151","0.5935251798561151"
"360000","0.5156537753222836","0.5156537753222836","0.5156537753222836"
"364000","0.6410256410256411","0.6410256410256411","0.6410256410256411"
"368000","0.41825095057034223","0.41825095057034223","0.41825095057034223"
"372000","0.6145251396648045","0.6145251396648045","0.6145251396648045"
"376000","0.39923954372623577","0.39923954372623577","0.39923954372623577"
"380000","0.6759098786828422","0.6759098786828422","0.6759098786828422"
"384000","0.44692737430167595","0.44692737430167595","0.44692737430167595"
"388000","0.5805243445692884","0.5805243445692884","0.5805243445692884"
"392000","0.6145251396648045","0.6145251396648045","0.6145251396648045"
"396000","0.6065857885615251","0.6065857885615251","0.6065857885615251"
"400000","0.6010928961748634","0.6010928961748634","0.6010928961748634"
"404000","0.5927342256214149","0.5927342256214149","0.5927342256214149"
"408000","0.7818181818181819","0.7818181818181819","0.7818181818181819"
"412000","0.6653992395437263","0.6653992395437263","0.6653992395437263"
"416000","0.5301645338208409","0.5301645338208409","0.5301645338208409"
"420000","0.8944543828264758","0.8944543828264758","0.8944543828264758"
"424000","0.6928838951310862","0.6928838951310862","0.6928838951310862"
"428000","0.6261510128913443","0.6261510128913443","0.6261510128913443"
"432000","0.5321100917431193","0.5321100917431193","0.5321100917431193"
"436000","0.5607476635514018","0.5607476635514018","0.5607476635514018"
"440000","0.7037037037037037","0.7037037037037037","0.7037037037037037"
"444000","0.6183745583038869","0.6183745583038869","0.6183745583038869"
"448000","0.48473967684021546","0.48473967684021546","0.48473967684021546"
"452000","0.7651245551601423","0.7651245551601423","0.7651245551601423"
"456000","0.6215722120658135","0.6215722120658135","0.6215722120658135"
"460000","0.8955223880597015","0.8955223880597015","0.8955223880597015"
"464000","0.7380073800738007","0.7380073800738007","0.7380073800738007"
"468000","0.603290676416819","0.603290676416819","0.603290676416819"
"472000","0.6104129263913824","0.6104129263913824","0.6104129263913824"
"476000","0.6226415094339622","0.6226415094339622","0.6226415094339622"
"480000","0.6340579710144928","0.6340579710144928","0.6340579710144928"
"484000","0.5461393596986818","0.5461393596986818","0.5461393596986818"
"488000","0.7513416815742398","0.7513416815742398","0.7513416815742398"
"492000","0.6851851851851852","0.6851851851851852","0.6851851851851852"
"496000","0.6629834254143646","0.6629834254143646","0.6629834254143646"
"500000","0.5576208178438662","0.5576208178438662","0.5576208178438662"
"504000","0.6111111111111112","0.6111111111111112","0.6111111111111112"
"508000","0.7090909090909091","0.7090909090909091","0.7090909090909091"
"512000","0.7880910683012259","0.7880910683012259","0.7880910683012259"
"516000","0.704225352112676","0.704225352112676","0.704225352112676"
"520000","0.6422018348623854","0.6422018348623854","0.6422018348623854"
"524000","0.7662835249042146","0.7662835249042146","0.7662835249042146"
"528000","0.686456400742115","0.686456400742115","0.686456400742115"
"532000","0.46421663442940037","0.46421663442940037","0.46421663442940037"
"536000","0.6629834254143646","0.6629834254143646","0.6629834254143646"
"540000","0.5272407732864675","0.5272407732864675","0.5272407732864675"
"544000","0.5871559633027523","0.5871559633027523","0.5871559633027523"
"548000","0.3875968992248062","0.3875968992248062","0.3875968992248062"
"552000","0.6273062730627307","0.6273062730627307","0.6273062730627307"
"556000","0.7592592592592593","0.7592592592592593","0.7592592592592593"
"560000","0.562015503875969","0.562015503875969","0.562015503875969"
"564000","0.4580152671755725","0.4580152671755725","0.4580152671755725"
"568000","0.6844106463878327","0.6844106463878327","0.6844106463878327"
"572000","0.6043956043956044","0.6043956043956044","0.6043956043956044"
"576000","0.49242424242424243","0.49242424242424243","0.49242424242424243"
"580000","0.6145251396648045","0.6145251396648045","0.6145251396648045"
"584000","0.5430711610486891","0.5430711610486891","0.5430711610486891"
"588000","0.650994575045208","0.650994575045208","0.650994575045208"
"592000","0.4007285974499089","0.4007285974499089","0.4007285974499089"
"596000","0.6896551724137931","0.6896551724137931","0.6896551724137931"
"600000","0.7625649913344887","0.7625649913344887","0.7625649913344887"
"604000","0.5772811918063314","0.5772811918063314","0.5772811918063314"
"608000","0.8775137111517367","0.8775137111517367","0.8775137111517367"
"612000","0.5301645338208409","0.5301645338208409","0.5301645338208409"
"616000","0.5535055350553506","0.5535055350553506","0.5535055350553506"
"620000","0.5440900562851783","0.5440900562851783","0.5440900562851783"
"624000","0.5585585585585585","0.5585585585585585","0.5585585585585585"
"628000","0.6773618538324421","0.6773618538324421","0.6773618538324421"
"632000","0.7622504537205081","0.7622504537205081","0.7622504537205081"
"636000","0.5851063829787234","0.5851063829787234","0.5851063829787234"
"640000","0.5477031802120141","0.5477031802120141","0.5477031802120141"
"644000","0.6964285714285714","0.6964285714285714","0.6964285714285714"
"648000","0.6825938566552902","0.6825938566552902","0.6825938566552902"
"652000","0.6086956521739131","0.6086956521739131","0.6086956521739131"
"656000","0.6272401433691757","0.6272401433691757","0.6272401433691757"
"660000","0.603448275862069","0.603448275862069","0.603448275862069"
"664000","0.6605504587155964","0.6605504587155964","0.6605504587155964"
"668000","0.5828779599271403","0.5828779599271403","0.5828779599271403"
"672000","0.5935251798561151","0.5935251798561151","0.5935251798561151"
"676000","0.6227758007117438","0.6227758007117438","0.6227758007117438"
"680000","0.5636363636363636","0.5636363636363636","0.5636363636363636"
"684000","0.5360443622920518","0.5360443622920518","0.5360443622920518"
"688000","0.5807622504537205","0.5807622504537205","0.5807622504537205"
"692000","0.7903780068728522","0.7903780068728522","0.7903780068728522"
"696000","0.7235621521335807","0.7235621521335807","0.7235621521335807"
"700000","0.5923344947735192","0.5923344947735192","0.5923344947735192"
"704000","0.6956521739130435","0.6956521739130435","0.6956521739130435"
"708000","0.7001795332136446","0.7001795332136446","0.7001795332136446"
"712000","0.5633802816901409","0.5633802816901409","0.5633802816901409"
"716000","0.8620689655172413","0.8620689655172413","0.8620689655172413"
"720000","0.6554307116104869","0.6554307116104869","0.6554307116104869"
"724000","0.6491228070175439","0.6491228070175439","0.6491228070175439"
"728000","0.6164383561643836","0.6164383561643836","0.6164383561643836"
"732000","0.70298769771529","0.70298769771529","0.70298769771529"
