"Step","Group: mergevd-v0 - adv_rewards","Group: mergevd-v0 - adv_rewards__MIN","Group: mergevd-v0 - adv_rewards__MAX"
"4000","0.0963855421686747","0.0963855421686747","0.0963855421686747"
"8000","0.14251781472684086","0.14251781472684086","0.14251781472684086"
"12000","0.046620046620046623","0.046620046620046623","0.046620046620046623"
"16000","0.04672897196261682","0.04672897196261682","0.04672897196261682"
"20000","0.0936768149882904","0.0936768149882904","0.0936768149882904"
"24000","0.046620046620046623","0.046620046620046623","0.046620046620046623"
"28000","0.02358490566037736","0.02358490566037736","0.02358490566037736"
"32000","0.14018691588785046","0.14018691588785046","0.14018691588785046"
"36000","0.0947867298578199","0.0947867298578199","0.0947867298578199"
"40000","0.09569377990430622","0.09569377990430622","0.09569377990430622"
"44000","0.09433962264150944","0.09433962264150944","0.09433962264150944"
"48000","0.09456264775413711","0.09456264775413711","0.09456264775413711"
"52000","0.13761467889908258","0.13761467889908258","0.13761467889908258"
"56000","0","0","0"
"60000","0.02304147465437788","0.02304147465437788","0.02304147465437788"
"64000","0.046296296296296294","0.046296296296296294","0.046296296296296294"
"68000","0.08830022075055188","0.08830022075055188","0.08830022075055188"
"72000","0.045351473922902494","0.045351473922902494","0.045351473922902494"
"76000","0.044543429844097995","0.044543429844097995","0.044543429844097995"
"80000","0.04484304932735426","0.04484304932735426","0.04484304932735426"
"84000","0.0449438202247191","0.0449438202247191","0.0449438202247191"
"88000","0.06521739130434782","0.06521739130434782","0.06521739130434782"
"92000","0.06802721088435375","0.06802721088435375","0.06802721088435375"
"96000","0.06651884700665188","0.06651884700665188","0.06651884700665188"
"100000","0.1965065502183406","0.1965065502183406","0.1965065502183406"
"104000","0.13071895424836602","0.13071895424836602","0.13071895424836602"
"108000","0.2643171806167401","0.2643171806167401","0.2643171806167401"
"112000","0.3111111111111111","0.3111111111111111","0.3111111111111111"
"116000","0.37610619469026546","0.37610619469026546","0.37610619469026546"
"120000","0.48034934497816595","0.48034934497816595","0.48034934497816595"
"124000","0.7865168539325843","0.7865168539325843","0.7865168539325843"
"128000","0.7555555555555555","0.7555555555555555","0.7555555555555555"
"132000","0.6681514476614699","0.6681514476614699","0.6681514476614699"
"136000","0.8163265306122449","0.8163265306122449","0.8163265306122449"
"140000","0.7882882882882883","0.7882882882882883","0.7882882882882883"
"144000","0.8647450110864745","0.8647450110864745","0.8647450110864745"
"148000","0.9492273730684326","0.9492273730684326","0.9492273730684326"
"152000","0.9799554565701559","0.9799554565701559","0.9799554565701559"
"156000","1.2418300653594772","1.2418300653594772","1.2418300653594772"
"160000","1.3829787234042554","1.3829787234042554","1.3829787234042554"
"164000","0.7956989247311828","0.7956989247311828","0.7956989247311828"
"168000","0.8714596949891068","0.8714596949891068","0.8714596949891068"
"172000","1.29979035639413","1.29979035639413","1.29979035639413"
"176000","1.3598326359832635","1.3598326359832635","1.3598326359832635"
"180000","0.9771309771309772","0.9771309771309772","0.9771309771309772"
"184000","0.975103734439834","0.975103734439834","0.975103734439834"
"188000","0.9591836734693877","0.9591836734693877","0.9591836734693877"
"192000","0.9255533199195171","0.9255533199195171","0.9255533199195171"
"196000","1.2153518123667377","1.2153518123667377","1.2153518123667377"
"200000","1.1156186612576064","1.1156186612576064","1.1156186612576064"
"204000","1.1440677966101696","1.1440677966101696","1.1440677966101696"
"208000","1.1270491803278688","1.1270491803278688","1.1270491803278688"
"212000","1.3152400835073068","1.3152400835073068","1.3152400835073068"
"216000","1.3184584178498986","1.3184584178498986","1.3184584178498986"
"220000","1.3387423935091278","1.3387423935091278","1.3387423935091278"
"224000","1.4688128772635816","1.4688128772635816","1.4688128772635816"
"228000","1.157684630738523","1.157684630738523","1.157684630738523"
"232000","1.1934156378600822","1.1934156378600822","1.1934156378600822"
"236000","1.2448132780082988","1.2448132780082988","1.2448132780082988"
"240000","1.1801242236024845","1.1801242236024845","1.1801242236024845"
"244000","1.214574898785425","1.214574898785425","1.214574898785425"
"248000","1.0838445807770962","1.0838445807770962","1.0838445807770962"
"252000","1.3173652694610778","1.3173652694610778","1.3173652694610778"
"256000","1.2024048096192386","1.2024048096192386","1.2024048096192386"
"260000","1.1522633744855968","1.1522633744855968","1.1522633744855968"
"264000","1.3645621181262728","1.3645621181262728","1.3645621181262728"
"268000","1.3530655391120507","1.3530655391120507","1.3530655391120507"
"272000","1.2269938650306749","1.2269938650306749","1.2269938650306749"
"276000","1.4107883817427387","1.4107883817427387","1.4107883817427387"
"280000","0.98","0.98","0.98"
"284000","1.384928716904277","1.384928716904277","1.384928716904277"
"288000","1.38","1.38","1.38"
"292000","1.3552361396303902","1.3552361396303902","1.3552361396303902"
"296000","1.3562753036437247","1.3562753036437247","1.3562753036437247"
"300000","1.4979757085020242","1.4979757085020242","1.4979757085020242"
"304000","1.2727272727272727","1.2727272727272727","1.2727272727272727"
"308000","1.0788381742738589","1.0788381742738589","1.0788381742738589"
"312000","1.217564870259481","1.217564870259481","1.217564870259481"
"316000","1.4227642276422765","1.4227642276422765","1.4227642276422765"
"320000","1.1359026369168357","1.1359026369168357","1.1359026369168357"
"324000","1.3617886178861789","1.3617886178861789","1.3617886178861789"
"328000","1.125","1.125","1.125"
"332000","1.2525667351129364","1.2525667351129364","1.2525667351129364"
"336000","1.1363636363636365","1.1363636363636365","1.1363636363636365"
"340000","1.25","1.25","1.25"
"344000","1.247443762781186","1.247443762781186","1.247443762781186"
"348000","1.0728744939271255","1.0728744939271255","1.0728744939271255"
"352000","1.3480885311871227","1.3480885311871227","1.3480885311871227"
"356000","1.2423625254582484","1.2423625254582484","1.2423625254582484"
"360000","1.3905930470347647","1.3905930470347647","1.3905930470347647"
"364000","1.337448559670782","1.337448559670782","1.337448559670782"
"368000","1.3008130081300813","1.3008130081300813","1.3008130081300813"
"372000","1.263157894736842","1.263157894736842","1.263157894736842"
"376000","1.9367588932806323","1.9367588932806323","1.9367588932806323"
"380000","1.1287128712871286","1.1287128712871286","1.1287128712871286"
"384000","1.4401622718052738","1.4401622718052738","1.4401622718052738"
