"Step","Group: mergevd-v0 - adv_rewards","Group: mergevd-v0 - adv_rewards__MIN","Group: mergevd-v0 - adv_rewards__MAX"
"4000","0.11363636363636363","0.11363636363636363","0.11363636363636363"
"8000","0.08163265306122448","0.08163265306122448","0.08163265306122448"
"12000","0.055762081784386616","0.055762081784386616","0.055762081784386616"
"16000","0.036297640653357534","0.036297640653357534","0.036297640653357534"
"20000","0.016835016835016835","0.016835016835016835","0.016835016835016835"
"24000","0.08460236886632826","0.08460236886632826","0.08460236886632826"
"28000","0.03430531732418525","0.03430531732418525","0.03430531732418525"
"32000","0.06756756756756757","0.06756756756756757","0.06756756756756757"
"36000","0.10416666666666667","0.10416666666666667","0.10416666666666667"
"40000","0.2247191011235955","0.2247191011235955","0.2247191011235955"
"44000","0.17208413001912046","0.17208413001912046","0.17208413001912046"
"48000","0.05964214711729622","0.05964214711729622","0.05964214711729622"
"52000","0.12422360248447205","0.12422360248447205","0.12422360248447205"
"56000","0.08064516129032258","0.08064516129032258","0.08064516129032258"
"60000","0.2286902286902287","0.2286902286902287","0.2286902286902287"
"64000","0.08602150537634409","0.08602150537634409","0.08602150537634409"
"68000","0.2484472049689441","0.2484472049689441","0.2484472049689441"
"72000","0.27253668763102723","0.27253668763102723","0.27253668763102723"
"76000","0.23655913978494625","0.23655913978494625","0.23655913978494625"
"80000","0.29535864978902954","0.29535864978902954","0.29535864978902954"
"84000","0.29978586723768735","0.29978586723768735","0.29978586723768735"
"88000","0.3648068669527897","0.3648068669527897","0.3648068669527897"
"92000","0.44680851063829785","0.44680851063829785","0.44680851063829785"
"96000","0.2066115702479339","0.2066115702479339","0.2066115702479339"
"100000","0.14767932489451477","0.14767932489451477","0.14767932489451477"
"104000","0.4742268041237113","0.4742268041237113","0.4742268041237113"
"108000","0.26804123711340205","0.26804123711340205","0.26804123711340205"
"112000","0.5133470225872689","0.5133470225872689","0.5133470225872689"
"116000","0.34552845528455284","0.34552845528455284","0.34552845528455284"
"120000","0.35490605427974947","0.35490605427974947","0.35490605427974947"
"124000","0.33402922755741127","0.33402922755741127","0.33402922755741127"
"128000","0.3048780487804878","0.3048780487804878","0.3048780487804878"
"132000","0.33398821218074654","0.33398821218074654","0.33398821218074654"
"136000","0.27139874739039666","0.27139874739039666","0.27139874739039666"
"140000","0.24896265560165975","0.24896265560165975","0.24896265560165975"
"144000","0.34274193548387094","0.34274193548387094","0.34274193548387094"
"148000","0.2553191489361702","0.2553191489361702","0.2553191489361702"
"152000","0.29411764705882354","0.29411764705882354","0.29411764705882354"
"156000","0.3054989816700611","0.3054989816700611","0.3054989816700611"
"160000","0.31645569620253167","0.31645569620253167","0.31645569620253167"
"164000","0.3665987780040733","0.3665987780040733","0.3665987780040733"
"168000","0.3368421052631579","0.3368421052631579","0.3368421052631579"
